CodEstacao,NomeEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
02452062,UHE ITAIPU UBIRATÃ,6,64,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,UBIRATÃ-PR,-24.55330,-52.98580,530.00,0,,Setor Elétrico,Ativo
02548079,CGH MARUMBI GUARATUBA,8,82,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,GUARATUBA-PR,-25.84530,-48.58030,0.00,0,,Setor Elétrico,Ativo
02548098,CGH MARUMBI ANTONINA,8,82,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,ANTONINA-PR,-25.24330,-48.75220,0.00,0,,Setor Elétrico,Ativo
02549113,ENTREMAR,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,PIRAQUARA-PR,-25.48920,-49.04080,900.00,0,,RHN,Ativo
02551015,UHE SALTO SANTIAGO GUARAPUAVA,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,GUARAPUAVA-PR,-25.36560,-51.49560,1051.00,0,,Setor Elétrico,Ativo
02551063,UHE SALTO SANTIAGO GOIOXIM,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,GUARAPUAVA-PR,-25.24060,-51.92750,917.00,0,,Setor Elétrico,Ativo
02551069,UHE SALTO OSÓRIO PINHÃO,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,PINHÃO-PR,-25.66170,-51.66220,1070.00,0,,Setor Elétrico,Ativo
02551070,UHE FUNDÃO GUARAPUAVA,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,GUARAPUAVA-PR,-25.38470,-51.49390,0.00,0,,Setor Elétrico,Ativo
02551071,UHE FUNDÃO PINHÃO,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,PINHÃO-PR,-25.64920,-51.96250,0.00,0,,Setor Elétrico,Ativo
02551072,UHE SANTA CLARA ENTRE RIOS,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,GUARAPUAVA-PR,-25.54580,-51.48830,0.00,0,,Setor Elétrico,Ativo
02552009,UHE SALTO OSÓRIO LARANJEIRAS DO SUL,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,LARANJEIRAS DO SUL-PR,-25.39780,-52.43500,810.00,0,,Setor Elétrico,Ativo
02552030,UHE SALTO SANTIAGO CHOPINZINHO PLU,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,CHOPINZINHO-PR,-25.86000,-52.52690,738.00,0,,Setor Elétrico,Ativo
02650035,UHE ITÁ CAÇADOR PLU,7,72,00804 - CONS.ITÁ - Consórcio UHE Itá,00804 - CONS.ITÁ - Consórcio UHE Itá,CAÇADOR-SC,-26.81920,-50.98560,960.00,0,,Setor Elétrico,Ativo
02751063,COOPERATIVA TRITÍCOLA SANANDUVA,7,72,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANANDUVA-RS,-27.95890,-51.79560,0.00,0,,RHN,Ativo
02751066,PARQUE DE EVENTOS PINHAL DA SERRA,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PINHAL DA SERRA-RS,-27.87920,-51.17690,0.00,0,,RHN,Ativo
02752032,UHE FOZ DO CHAPECÓ NONOAI,7,73,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,NONOAI-RS,-27.33250,-52.78720,594.00,0,,Setor Elétrico,Ativo
02752035,UHE ITÁ ERECHIM PLU,7,73,00804 - CONS.ITÁ - Consórcio UHE Itá,00804 - CONS.ITÁ - Consórcio UHE Itá,ERECHIM-RS,-27.65750,-52.32030,767.00,0,,Setor Elétrico,Ativo
02752060,COOPAC CONSTANTINA,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CONSTANTINA-RS,-27.72530,-52.97810,0.00,0,,RHN,Ativo
02752061,AGROP. PAPAGAIO CHARÕA SARANDI,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SARANDI-RS,-27.92530,-52.82000,0.00,0,,RHN,Ativo
02752062,PREFEITURA BARRA DO RIO AZUL,7,73,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARRA DO RIO AZUL-RS,-27.41000,-52.41560,0.00,0,,RHN,Ativo
02753029,UHE FOZ DO CHAPECÓ CAIBI,7,74,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,CAIBI-SC,-27.07470,-53.23920,369.00,0,,Setor Elétrico,Ativo
02753053,PREFEITURA CERRO GRANDE,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO GRANDE-RS,-27.61030,-53.16670,0.00,0,,RHN,Ativo
02753058,CGH LINHA GRANJA VELHA BARRAMENTO,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,TAQUARUÇU DO SUL-RS,-27.42670,-53.54000,277.00,0,,Setor Elétrico,Ativo
02849066,POUSADA APARADOS DA SERRA S.J. AUSENTES,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DOS AUSENTES-RS,-28.60640,-49.82060,0.00,0,,RHN,Ativo
02850045,VACARIA,7,70,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VACARIA-RS,-28.48970,-50.93610,956.00,0,,RHN,Ativo
02850048,BRIGADA MILITAR BOM JESUS,8,86,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOM JESUS-RS,-28.67170,-50.43360,0.00,0,,RHN,Ativo
02851044,GUAPORÉ,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,GUAPORÉ-RS,-28.84440,-51.87920,520.00,0,,RHN,Ativo
02851061,UHE MACHADINHO LAGOA VERMELHA,7,72,00808 - CONS.MACHADINHO - Consórcio UHE Machadinho,00808 - CONS.MACHADINHO - Consórcio UHE Machadinho,LAGOA VERMELHA-RS,-28.22220,-51.51250,805.00,0,,Setor Elétrico,Ativo
02851072,IBIRAIARAS,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,IBIRAIARAS-RS,-28.38110,-51.63310,788.00,0,,RHN,Ativo
02851079,PARQUE DE RODEIOS ESMERALDA,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ESMERALDA-RS,-28.06530,-51.17000,0.00,0,,RHN,Ativo
02851080,CGH SÃO DOMINGOS DO PRATA BARRAMENTO,8,86,01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.,01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.,VISTA ALEGRE DO PRATA-RS,-28.80920,-51.73640,411.00,0,,Setor Elétrico,Ativo
02852004,AULER,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SOLEDADE-RS,-28.80390,-52.38170,700.00,0,,RHN,Ativo
02852057,UHE PASSO FUNDO PLU,7,73,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,PASSO FUNDO-RS,-28.22670,-52.40330,684.00,0,,Setor Elétrico,Ativo
02852074,AEROCLUBE CARAZINHO,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CARAZINHO-RS,-28.32250,-52.81640,0.00,0,,RHN,Ativo
02852075,POLO UAB TAPEJARA,7,72,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TAPEJARA-RS,-28.08920,-52.00610,0.00,0,,RHN,Ativo
02852079,CGH LINHA CURUÇU JUSANTE,8,85,01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.,01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.,SOLEDADE-RS,-28.85220,-52.68670,499.00,0,,Setor Elétrico,Ativo
02853052,INSTITUTO FEDERAL PANAMBI,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANAMBI-RS,-28.28170,-53.51580,0.00,0,,RHN,Ativo
02853053,FAZENDA ROOS SANTA BÁRBARA DO SUL,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTA BARBARA DO SUL-RS,-28.18330,-53.22420,0.00,0,,RHN,Ativo
02853055,CGH FORMIGUEIRO BARRAMENTO,7,75,01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...,01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...,BOA VISTA DO CADEADO-RS,-28.53690,-53.86030,0.00,0,,Setor Elétrico,Ativo
02853056,CGH JOÃO DO PASSO BARRAMENTO,7,75,01190 - MFB - MFB Participações Ltda.,01190 - MFB - MFB Participações Ltda.,CONDOR-RS,-28.24500,-53.41560,439.00,75101100,ARROIO PALMEIRAS,Setor Elétrico,Ativo
02853058,CGH MOINHO BARRAMENTO,7,75,01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...,01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...,BOA VISTA DO CADEADO-RS,-28.54390,-53.81140,0.00,0,,Setor Elétrico,Ativo
02854031,ESCOLA CAPÃO DO CIPÓ,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DO CIPÓ-RS,-28.94170,-54.55780,0.00,0,,RHN,Ativo
02854032,COOPATRIGO BOSSOROCA,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOSSOROCA-RS,-28.73250,-54.91170,0.00,0,,RHN,Ativo
02854036,SANTA TECLA TUPANCIRETÃ,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPANCIRETA-RS,-28.90030,-54.15890,0.00,0,,RHN,Ativo
02854039,CGH COOPERMIL JUSANTE,7,74,01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.,01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.,GUARANI DAS MISSÕES-RS,-28.13890,-54.54640,245.00,0,,Setor Elétrico,Ativo
02855017,CRAS GARRUCHOS,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,GARIBALDI-RS,-28.19250,-55.63780,0.00,0,,RHN,Ativo
02855018,BRIGADA MILITAR STO. ANTÔNIO MISSÕES,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DAS MISSÕES-RS,-28.51280,-55.22860,0.00,0,,RHN,Ativo
02949025,AEROPORTO TORRES,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TORRES-RS,-29.41420,-49.80470,0.00,0,,RHN,Ativo
02949027,PREFEITURA MORRINHOS DO SUL,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,-29.36860,-49.93310,0.00,0,,RHN,Ativo
02949029,BARRAGEM DO RIO LEÃO,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JACINTO MACHADO-SC,-29.09220,-49.88080,0.00,0,,RHN,Ativo
02949030,CÂNION FORTALEZA CAMBARÁ DO SUL,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,-29.08420,-49.99860,0.00,0,,RHN,Ativo
02949031,MORRO DO FORNO MORRINHOS DO SUL,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,-29.31670,-49.98250,0.00,0,,RHN,Ativo
02950045,CAPÃO DOS COXOS,8,87,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FRANCISCO DE PAULA-RS,-29.40830,-50.58420,890.00,0,,RHN,Ativo
02950103,BRIGADA MILITAR STO. ANTÔNIO DA PATRULHA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DA PATRULHA-RS,-29.82640,-50.51810,0.00,0,,RHN,Ativo
02950104,AEROPORTO CAPÁO DA CANOA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DA CANOA-RS,-29.76610,-50.03830,0.00,0,,RHN,Ativo
02950106,ETA CORSAN OSÓRIO,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,OSÓRIO-RS,-29.88890,-50.25810,0.00,0,,RHN,Ativo
02950107,BOA ESPERANÇA ROLANTE,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROLANTE-RS,-29.55860,-50.50250,0.00,0,,RHN,Ativo
02950108,FAZENDA TAIPAS - S.F. DE PAULA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,-29.46860,-50.45190,0.00,0,,RHN,Ativo
02950109,PQ. APARADOS DA SERRA CAMBARÁ DO SUL,8,86,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,-29.15860,-50.07890,0.00,0,,RHN,Ativo
02950110,PROP. BARRA DO OURO,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAQUINÉ-RS,-29.56810,-50.28500,0.00,0,,RHN,Ativo
02950111,RINCÃO DOS KROEFF S.F. DE PAULA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,-29.48640,-50.35360,0.00,0,,RHN,Ativo
02951142,MORRO REUTER,8,87,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MORRO REUTER-RS,-29.52890,-51.03690,492.00,0,,RHN,Ativo
02951144,ASCLA SANTA CLARA CARLOS BARBOSA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CARLOS BARBOSA-RS,-29.31500,-51.48830,0.00,0,,RHN,Ativo
02951146,CGH BOA VISTA BARRAMENTO,8,86,01044 - CERTEL - Certel Energias Renováveis S.A,01044 - CERTEL - Certel Energias Renováveis S.A,ESTRELA-RS,-29.47280,-51.86810,33.00,0,,Setor Elétrico,Ativo
02952060,CLUBE BARROS CASSAL,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARROS CASSAL-RS,-29.09610,-52.58860,0.00,0,,RHN,Ativo
02952061,IGREJA HERVEIRAS,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HERVEIRAS-RS,-29.45360,-52.64860,0.00,0,,RHN,Ativo
02952065,FAZ. SÃO JOSÉ LINHA CARVALHO,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,-29.38220,-52.71580,0.00,0,,RHN,Ativo
02952066,LINHA ALMEIDA,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,-29.37000,-52.50720,0.00,0,,RHN,Ativo
02953068,PROPRIEDADE NOVO CABRAIS,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,NOVO CABRAIS-RS,-29.75580,-53.05500,0.00,0,,RHN,Ativo
02953071,SECR. AGRI. SÃO MARTINHO,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO MARTINHO DA SERRA-RS,-29.53670,-53.85390,0.00,0,,RHN,Ativo
02953073,RINCÃO DO HERVAL CERRO BRANCO,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO BRANCO-RS,-29.62920,-53.02890,0.00,0,,RHN,Ativo
02953074,LINHA POMERANOS AGUDO,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,AGUDO-RS,-29.58440,-53.14920,0.00,0,,RHN,Ativo
02953075,CEREAIS CENTRO SUL TUPANCIRETÃ,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPANCIRETA-RS,-29.15030,-53.77860,0.00,0,,RHN,Ativo
02954040,COXILHA DO PAU FINADO SÃO GABRIEL,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-29.95110,-54.33170,0.00,0,,RHN,Ativo
02954041,SECR. AGR. M. AMB. DILERMANO GUIAR,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DILERMANDO DE AGUIAR-RS,-29.70750,-54.20560,0.00,0,,RHN,Ativo
02954044,FAZENDA SANTA TEREZA S.F. DE ASSIS,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,-29.32780,-54.94750,0.00,0,,RHN,Ativo
02954045,AGRP. SANTO ANTÔNIO JARI,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JARÍ-RS,-29.22580,-54.19250,0.00,0,,RHN,Ativo
02955022,COOPERATIVA AGROSOLO UNISTALDA,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,UNISTALDA-RS,-29.04610,-55.15610,0.00,0,,RHN,Ativo
02955023,ESCOLATÉCNICA ENCRUZILHADA MAÇAMBARÁ,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,-29.00580,-55.50890,0.00,0,,RHN,Ativo
02955024,FAZENDA CORDILHEIRA S.F. DE ASSIS,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,-29.42640,-55.15830,0.00,0,,RHN,Ativo
02956011,CÂMARA DE VEREADORES MAÇAMBARÁ,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,-29.14780,-56.06500,0.00,0,,RHN,Ativo
02956012,SANCHURI (ESCOLA) URUGUAIANA,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.54310,-56.81220,0.00,0,,RHN,Ativo
02956013,AGROP. CERRO DO COQUEIRO URUGUAIANA,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.77860,-56.52060,0.00,0,,RHN,Ativo
02956014,ESTÂNIA FORTUNATOURUGUAIANA,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.87440,-56.79750,0.00,0,,RHN,Ativo
02956016,FAZENDA SÃO LEONTINO ALEGRETE,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,-29.75920,-56.14860,0.00,0,,RHN,Ativo
03050011,ETA VIAMÃO,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VIAMÃO-RS,-30.09580,-50.98250,0.00,0,,RHN,Ativo
03050014,FAZENDA CAVALHADA PALMARES,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,-30.50110,-50.57750,0.00,0,,RHN,Ativo
03050015,ESCOLA MARIO QUINTANA MOSTADAS,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,-30.69440,-50.56860,0.00,0,,RHN,Ativo
03051071,ESTACIONAMENETO PREFEITURA SERTÃO SANTANA,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SERTÃO SANTANA-RS,-30.46080,-51.60310,0.00,0,,RHN,Ativo
03051072,PREFEITURA MARIANA PIMENTEL,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MARIANA PIMENTEL-RS,-30.35420,-51.58440,0.00,0,,RHN,Ativo
03051074,PROPRIEDADE BARÃO DO TRIUNFO,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARÃO DO TRIUNFO-RS,-30.50530,-51.90030,0.00,0,,RHN,Ativo
03052025,COTRIBÁ PANTANO GRANDE,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANTANO GRANDE-RS,-30.20420,-52.37030,0.00,0,,RHN,Ativo
03052026,CHECHE DOM FELICIANO,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM FELICIANO-RS,-30.70170,-52.11220,0.00,0,,RHN,Ativo
03053032,COTRISEL VILA NOVA DO SUL,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VILA NOVA DO SUL-RS,-30.33530,-53.89250,0.00,0,,RHN,Ativo
03054028,MARCO DAS ÁGUAS LAVRAS DO SUL,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,LAVRAS DO SUL-RS,-30.74780,-54.13750,0.00,0,,RHN,Ativo
03054029,AZEVEDO SODRÉ SÃO GABRIEL,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.09720,-54.64390,0.00,0,,RHN,Ativo
03054030,FAZENDA SÃO GABRIEL,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.48110,-54.55330,0.00,0,,RHN,Ativo
03054031,TIARAJU SÃO GABRIEL,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.24470,-54.36970,0.00,0,,RHN,Ativo
03055003,FAZENDA ENCERRA,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTANA DO LIVRAMENTO-RS,-30.69560,-55.84140,300.00,0,,RHN,Ativo
03055016,USINA EÓLICA CERRO CHATO,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.79190,-55.66170,0.00,0,,RHN,Ativo
03055017,ESTÂNCIA SARANDI S. LIVRAMENTO,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.66500,-55.95310,0.00,0,,RHN,Ativo
03055018,CABECEIRA SAICÃ ROSÁRIO DO SUL,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROSÁRIO DO SUL-RS,-30.22690,-55.15530,0.00,0,,RHN,Ativo
03055019,CERRO DO COMBATE S. LIVRAMENTO,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.54690,-55.31970,0.00,0,,RHN,Ativo
03055021,ESTÂNCIA SANTA HILMA S. LIVRAMENTO,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.94530,-55.66640,0.00,0,,RHN,Ativo
03056029,ESTÂNCIA CATY QUARAÍ,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,QUARAÍ-RS,-30.42470,-56.02060,0.00,0,,RHN,Ativo
03056030,GRANJA SANTA LUÍZA QUARAÍ,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,QUARAÍ-RS,-30.10280,-56.11830,0.00,0,,RHN,Ativo
03151074,CTG ESTÂNCIA REAL DE BOJURU,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DO NORTE-RS,-31.65500,-51.43750,0.00,0,,RHN,Ativo
03152046,PQ. DE MÁQUINAS ARROIO DO PADRE,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ARROIO DO PADRE-RS,-31.44580,-52.42060,0.00,0,,RHN,Ativo
03152047,SECRETARIA AGRIC. MORRO REDONDO,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRO REDONDO-RS,-31.60690,-52.62640,0.00,0,,RHN,Ativo
03152051,ESTÂNCIA DA GRAÇA PELOTAS,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PELOTAS-RS,-31.62580,-52.23000,0.00,0,,RHN,Ativo
03152052,SÃO LOURENÇO DO SUL - COOPAR,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO LOURENÇO DO SUL-RS,-31.25970,-52.20360,0.00,0,,RHN,Ativo
03153031,CPRM PEDRAS ALTAS,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PEDRAS ALTAS-RS,-31.73360,-53.58860,0.00,0,,RHN,Ativo
03153033,CORSANPINHEIRO MACHADO,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PINHEIRO MACHADO-RS,-31.57780,-53.37720,0.00,0,,RHN,Ativo
03153034,PIRATINI BRIGADA MILITAR,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PIRATINI-RS,-31.43860,-53.09830,0.00,0,,RHN,Ativo
03153035,USINA TERMOELÉTRICA PIRATINI,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PIRATINI-RS,-31.24190,-53.18080,0.00,0,,RHN,Ativo
03154011,ADUANA ACEGUÁ,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ACEGUÁ-RS,-31.86610,-54.16720,0.00,0,,RHN,Ativo
03154012,AEROPORTO BAGÉ,7,79,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,-31.38890,-54.11310,0.00,0,,RHN,Ativo
03154013,BENTO RENGO DOM PEDRITO,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM PEDRITO-RS,-31.27000,-54.53110,0.00,0,,RHN,Ativo
03154014,JOSÉ OTÍVIO BAGÉ,7,79,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,-31.17920,-54.15690,0.00,0,,RHN,Ativo
