datahora,"-49.50,-26.75","-49.25,-26.75","-49.25,-27.00","-49.50,-27.00"
2023-01-11 11:00:00,0.021457672,0.0019073486,0.015735626,0.06341934
2023-01-11 12:00:00,0.06437302,0.032424927,0.029087067,0.06818771
2023-01-11 13:00:00,0.032424927,0.10251999,0.1039505,0.123500824
2023-01-11 14:00:00,0.086307526,0.054836273,0.059604645,0.16403198
2023-01-11 15:00:00,0.09536743,0.06818771,0.088214874,0.042915344
2023-01-11 16:00:00,0.09727478,0.0834465,0.0371933,0.041007996
2023-01-11 17:00:00,0.11301041,0.10633469,0.0500679,0.08010864
2023-01-11 18:00:00,0.10681152,0.22125244,0.120162964,0.044822693
2023-01-11 19:00:00,0.006198883,0.52404404,0.011920929,0.0
2023-01-11 20:00:00,0.35190582,2.2182465,1.2021065,0.02861023
2023-01-11 21:00:00,0.08392334,0.39958954,0.55122375,0.028133392
2023-01-11 22:00:00,0.0076293945,0.22554398,0.09441376,0.0038146973
2023-01-11 23:00:00,0.22745132,0.09679794,0.05531311,0.1411438
2023-01-12 00:00:00,0.0,0.0023841858,0.0104904175,0.0
2023-01-12 01:00:00,0.0,0.0166893,0.00333786,0.0
2023-01-12 02:00:00,0.0,0.04673004,0.0,0.0
2023-01-12 03:00:00,0.0076293945,0.094890594,0.0023841858,0.0047683716
2023-01-12 04:00:00,0.061511993,0.10538101,0.0042915344,0.037670135
2023-01-12 05:00:00,0.00047683716,0.00047683716,0.0,0.00047683716
2023-01-12 06:00:00,0.0,0.0,0.0,0.0
2023-01-12 07:00:00,0.0,0.0,0.0,0.0
2023-01-12 08:00:00,0.0,0.0,0.0,0.0
2023-01-12 09:00:00,0.00047683716,0.0,0.0,0.0
2023-01-12 10:00:00,0.00047683716,0.0,0.0,0.0
2023-01-12 11:00:00,0.0,0.0,0.00047683716,0.0014305115
2023-01-12 12:00:00,0.0,0.0,0.00047683716,0.0009536743
2023-01-12 13:00:00,0.0,0.0,0.0,0.00047683716
2023-01-12 14:00:00,0.0076293945,0.0047683716,0.0,0.0
2023-01-12 15:00:00,0.0076293945,0.0042915344,0.0,0.0009536743
2023-01-12 16:00:00,0.0076293945,0.00667572,0.0,0.0
2023-01-12 17:00:00,0.034809113,0.019073486,0.0,0.0019073486
2023-01-12 18:00:00,0.04053116,0.042438507,0.0,0.0
2023-01-12 19:00:00,0.998497,1.1610985,0.054836273,0.0
2023-01-12 20:00:00,3.6125183,0.87213516,0.5106926,1.2178421
2023-01-12 21:00:00,0.33807755,0.69761276,0.27561188,0.07009506
2023-01-12 22:00:00,0.0019073486,0.09870529,0.09059906,0.00047683716
2023-01-12 23:00:00,0.0,0.0,0.014781952,0.00047683716
2023-01-13 00:00:00,0.1320839,0.04196167,0.17404556,0.25367737
2023-01-13 01:00:00,1.0185242,0.046253204,1.4886856,1.3914108
2023-01-13 02:00:00,0.17213821,0.015735626,0.7619858,2.2835732
2023-01-13 03:00:00,0.04529953,0.012397766,0.101566315,0.3566742
2023-01-13 04:00:00,0.0,0.0047683716,0.0009536743,0.0009536743
2023-01-13 05:00:00,0.0019073486,0.00333786,0.0,0.0
2023-01-13 06:00:00,0.069618225,0.15592575,0.078201294,0.008583069
2023-01-13 07:00:00,0.18453598,0.15354156,0.019550323,0.02861023
2023-01-13 08:00:00,0.0023841858,0.0667572,0.03671646,0.00333786
2023-01-13 09:00:00,0.00047683716,0.0009536743,0.0047683716,0.0052452087
2023-01-13 10:00:00,0.002861023,0.015258789,0.017166138,0.017642975
2023-01-13 11:00:00,0.00047683716,0.0014305115,0.008583069,0.02336502
2023-01-13 12:00:00,0.002861023,0.0009536743,0.009536743,0.020980835
2023-01-13 13:00:00,0.051498413,0.041484833,0.06484985,0.06771088
2023-01-13 14:00:00,0.037670135,0.041484833,0.04053116,0.03862381
2023-01-13 15:00:00,0.023841858,0.03552437,0.04339218,0.02670288
2023-01-13 16:00:00,0.051498413,0.061035156,0.066280365,0.024795532
2023-01-13 17:00:00,0.10108948,0.07247925,0.07724762,0.058174133
2023-01-13 18:00:00,0.11348724,4.565239,2.5291443,0.052452087
2023-01-13 19:00:00,0.037670135,1.871109,2.8557777,0.019550323
2023-01-13 20:00:00,1.3074875,0.15687943,0.2593994,1.5425682
2023-01-13 21:00:00,1.2426376,0.35381317,1.0442734,1.8053055
2023-01-13 22:00:00,2.5043488,4.324913,5.4187775,2.2397041
2023-01-13 23:00:00,0.5645752,3.6439896,3.847599,0.5249977
2023-01-14 00:00:00,0.9827614,0.80156326,0.46253204,0.5340576
2023-01-14 01:00:00,0.35238266,0.22268295,0.08249283,0.13399124
2023-01-14 02:00:00,0.14781952,0.11444092,0.05722046,0.07867813
2023-01-14 03:00:00,0.025749207,0.03862381,0.016212463,0.011920929
2023-01-14 04:00:00,0.00047683716,0.0009536743,0.00047683716,0.0
2023-01-14 05:00:00,0.0,0.0,0.0,0.0
2023-01-14 06:00:00,0.00047683716,0.0,0.0,0.0
2023-01-14 07:00:00,0.0009536743,0.00047683716,0.0,0.0
2023-01-14 08:00:00,0.0,0.0,0.0,0.0
2023-01-14 09:00:00,0.0,0.0,0.0,0.0
2023-01-14 10:00:00,0.0,0.0,0.0,0.0
2023-01-14 11:00:00,0.0,0.0,0.0,0.0
2023-01-14 12:00:00,0.009536743,0.0014305115,0.0009536743,0.0076293945
2023-01-14 13:00:00,0.0371933,0.009536743,0.010967255,0.04720688
2023-01-14 14:00:00,0.06055832,0.07343292,0.06389618,0.076293945
2023-01-14 15:00:00,0.058174133,0.025749207,0.01001358,0.029563904
2023-01-14 16:00:00,0.46300888,0.24223328,0.030517578,0.0667572
2023-01-14 17:00:00,0.1654625,0.08249283,0.039100647,0.0705719
2023-01-14 18:00:00,0.24461746,0.12636185,0.055789948,0.08678436
2023-01-14 19:00:00,1.6241074,3.3011436,1.5673637,1.0266304
2023-01-14 20:00:00,2.126217,1.1534691,0.9255409,0.5669594
2023-01-14 21:00:00,4.9562454,2.3288727,3.5758018,1.7676353
2023-01-14 22:00:00,3.7546158,4.541874,3.91531,2.4590492
2023-01-14 23:00:00,5.616188,4.712105,3.8814545,4.1680336
2023-01-15 00:00:00,3.479004,4.5371056,3.1666756,2.746582
2023-01-15 01:00:00,4.306793,3.9901733,2.5696754,3.8218498
2023-01-15 02:00:00,4.9681664,5.2804947,3.3860207,3.109932
2023-01-15 03:00:00,3.8137436,4.327297,2.916813,1.7948151
2023-01-15 04:00:00,0.81014633,5.540371,4.4169426,0.90265274
