,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
3023,PCH BOA VISTA II RIO PALMELA,61534000,6,61,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,TRÊS CORAÇÕES-MG,-21.64140,-45.40000,834.00,61354000,RIO PALMELA,Setor Elétrico,Ativo
3024,PCH BOA VISTA II MONTANTE 1,61536000,6,61,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,VARGINHA-MG,-21.59310,-45.42720,825.00,61350000,RIO VERDE,Setor Elétrico,Ativo
3025,PCH BOA VISTA II BARRAMENTO,61536100,6,61,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,VARGINHA-MG,-21.52560,-45.46060,0.00,61350000,RIO VERDE,Setor Elétrico,Ativo
3026,UHE FURNAS RIO VERDE,61537000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,VARGINHA-MG,-21.61080,-45.48890,0.00,61350000,RIO VERDE,Setor Elétrico,Ativo
3027,PCH BOA VISTA II JUSANTE,61538000,6,61,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,VARGINHA-MG,-21.60690,-45.50860,782.00,61350000,RIO VERDE,Setor Elétrico,Ativo
3028,CACHOEIRA POÇO FUNDO,61565000,6,61,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POÇO FUNDO-MG,-21.78860,-46.12440,820.00,61365000,RIO DO MACHADO,CotaOnline,Ativo
3029,PCH POÇO FUNDO JUSANTE,61566000,6,61,01197 - GERAÇÃO POÇO - Cemig Geração Poço Fundo S.A.,01197 - GERAÇÃO POÇO - Cemig Geração Poço Fundo S.A.,POÇO FUNDO-MG,-21.73830,-45.95830,0.00,61365000,RIO DO MACHADO,Setor Elétrico,Ativo
3030,MACHADO,61568050,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,MACHADO-MG,-21.68580,-45.90500,776.00,61365000,RIO DO MACHADO,RHN,Ativo
3031,UHE FURNAS RESERVATÓRIO,61660900,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,SÃO JOSÉ DA BARRA-MG,-20.66470,-46.30500,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3032,UHE FURNAS BARRAMENTO,61661000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PASSOS-MG,-20.67170,-46.31750,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3033,UHE FURNAS JUSANTE,61661010,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,ALPINÓPOLIS-MG,-20.67530,-46.33860,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3034,PCH SÃO JOÃO MONTANTE 2,61684000,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,FORTALEZA DE MINAS-MG,-20.85330,-46.70310,819.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3035,PCH SÃO JOÃO MONTANTE 1,61684500,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,PASSOS-MG,-20.83890,-46.70440,814.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3036,PCH MONTE ALTO BARRAMENTO,61684900,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,ITAÚ DE MINAS-MG,-20.78220,-46.72220,767.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3037,PCH MONTE ALTO JUSANTE,61685000,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,ITAÚ DE MINAS-MG,-20.77060,-46.71970,717.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3038,PCH SÃO JOÃO BARRAMENTO,61688000,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,ITAÚ DE MINAS-MG,-20.80720,-46.70920,799.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3039,PCH SÃO JOÃO JUSANTE,61689000,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,ITAÚ DE MINAS-MG,-20.80170,-46.70530,768.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3040,UHE MARECHAL MASCARENHAS DE MORAES RIO SÃO JOÃO,61696000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,ITAÚ DE MINAS-MG,-20.66890,-46.80140,694.00,61453000,RIO SÃO JOÃO,Setor Elétrico,Ativo
3041,CGH SANTANA BARRAMENTO,61699800,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,JACUÍ-MG,-20.81280,-46.81060,799.00,61455000,RIO SANTANA,Setor Elétrico,Ativo
3042,CGH SANTANA JUSANTE,61710000,6,61,00725 - VOTORCIM II - Votorantim Cimentos S.A,00725 - VOTORCIM II - Votorantim Cimentos S.A,JACUÍ-MG,-20.80970,-46.80670,751.00,61455000,RIO SANTANA,Setor Elétrico,Ativo
3043,UHE MARECHAL MASCARENHAS DE MORAES RIO SANTANA,61712000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,ITAÚ DE MINAS-MG,-20.67640,-46.84110,675.00,61455000,RIO SANTANA,Setor Elétrico,Ativo
3044,UHE MARECHAL MASCARENHAS DE MORAES RESERVATÓRIO,61730050,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,IBIRACI-MG,-20.28920,-47.05860,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3045,UHE MARECHAL MASCARENHAS DE MORAES BARRAMENTO,61730080,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,IBIRACI-MG,-20.28420,-47.06360,670.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3046,UHE LUIZ CARLOS BARRETO DE CARVALHO RIO DAS CANOAS,61731000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PEDREGULHO-SP,-20.26170,-47.25060,634.00,61460900,RIO DAS CANOAS,Setor Elétrico,Ativo
3047,UHE LUIZ CARLOS BARRETO DE CARVALHO RESERVATÓRIO,61731050,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PEDREGULHO-SP,-20.15390,-47.26810,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3048,UHE LUIZ CARLOS BARRETO DE CARVALHO BARRAMENTO,61731080,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PEDREGULHO-SP,-20.15330,-47.27940,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3049,UHE JAGUARA RESERVATÓRIO 5,61734030,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.13170,-47.30690,589.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3050,UHE JAGUARA RESERVATÓRIO 4,61734040,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.09750,-47.36440,528.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3051,UHE JAGUARA RESERVATÓRIO 3,61734050,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.08530,-47.39250,474.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3052,UHE JAGUARA RESERVATÓRIO 2,61734060,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.07360,-47.41250,515.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3053,UHE JAGUARA RESERVATÓRIO 1,61734070,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.02890,-47.43640,560.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3054,UHE JAGUARA BARRAMENTO,61734080,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,SACRAMENTO-MG,-20.02110,-47.43580,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3055,UHE JAGUARA JUSANTE,61734090,6,61,01112 - JAGUARA - Companhia Energética Jaguara,01112 - JAGUARA - Companhia Energética Jaguara,RIFAINA-SP,-20.01810,-47.43080,520.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3056,UHE IGARAPAVA MONTANTE,61740040,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-19.95640,-47.60860,520.00,61600110,RIBEIRÃO DOS DOURADOS,Setor Elétrico,Ativo
3057,UHE IGARAPAVA RESERVATÓRIO 3,61740050,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-20.01250,-47.42500,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3058,UHE IGARAPAVA RESERVATÓRIO 2,61740060,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-19.98690,-47.72580,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3059,UHE IGARAPAVA RESERVATÓRIO 1,61740070,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-19.99000,-47.74860,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3060,UHE IGARAPAVA BARRAMENTO,61740080,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-19.99220,-47.75830,516.60,61001000,RIO GRANDE,Setor Elétrico,Ativo
3061,UHE IGARAPAVA JUSANTE,61740100,6,61,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,00789 - CONS.IGARAPAVA - Consórcio da Usina Hidreletrica de Igarapava,CONQUISTA-MG,-19.98670,-47.77140,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3062,CGH BURITIS MONTANTE,61757000,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,BURITIZAL-SP,-20.21420,-47.70640,800.00,61476500,RIBEIRÃO DA BANDEIRA,Setor Elétrico,Ativo
3063,UHE VOLTA GRANDE RESERVATÓRIO 2,61757500,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,MIGUELÓPOLIS-SP,-20.04110,-47.86940,493.00,60001000,RIO PARANÁ,Setor Elétrico,Ativo
3064,UHE VOLTA GRANDE MONTANTE,61758000,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,ARAMINA-SP,-20.16310,-47.88110,498.00,61476000,RIO DO CARMO,Setor Elétrico,Ativo
3065,UHE VOLTA GRANDE RESERVATÓRIO 3,61758300,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,MIGUELÓPOLIS-SP,-20.11580,-47.91780,492.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3066,UHE VOLTA GRANDE RESERVATÓRIO 4,61758800,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,MIGUELÓPOLIS-SP,-20.15140,-48.05250,492.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3067,UHE VOLTA GRANDE RESERVATÓRIO 1,61759000,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,MIGUELÓPOLIS-SP,-20.12920,-48.14500,492.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3068,UHE VOLTA GRANDE BARRAMENTO,61760080,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,CONCEIÇÃO DAS ALAGOAS-MG,-20.03440,-48.22220,496.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3069,UHE VOLTA GRANDE RESERVATÓRIO 5,61760090,6,61,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,01214 - VOLTA GRANDE - ENEL GREEN POWER VOLTA GRANDE S.A.,MIGUELÓPOLIS-SP,-20.03470,-48.22420,475.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3070,PCH DOURADOS SANTO ANTÔNIO DA ALEGRIA,61772000,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,SANTO ANTÔNIO DA ALEGRIA-SP,-21.08560,-47.14940,794.00,61480100,RIBEIRÃO DO PINHEIRINHO,Setor Elétrico,Ativo
3071,PCH ESMERIL MONTANTE 2,61774200,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,PATROCINIO PAULISTA-SP,-20.85330,-47.26690,744.00,61480200,RIO ESMERIL,Setor Elétrico,Ativo
3072,PCH ESMERIL MONTANTE 1,61774600,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,PATROCINIO PAULISTA-SP,-20.84110,-47.29420,737.00,61480200,RIO ESMERIL,Setor Elétrico,Ativo
3073,PCH ESMERIL BARRAMENTO,61774800,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,PATROCINIO PAULISTA-SP,-20.83970,-47.30190,729.00,61480200,RIO ESMERIL,Setor Elétrico,Ativo
3074,PCH ESMERIL JUSANTE,61775000,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,PATROCINIO PAULISTA-SP,-20.84140,-47.31390,683.00,61480200,RIO ESMERIL,Setor Elétrico,Ativo
3075,PCH DOURADOS MONTANTE,61776900,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,BATATAIS-SP,-20.76940,-47.46670,658.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3076,PCH SÃO JOAQUIM MONTANTE 3,61780800,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,BATATAIS-SP,-20.70830,-47.58530,640.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3077,PCH DOURADOS BARRAMENTO,61782080,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,NUPORANGA-SP,-20.66610,-47.65360,623.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3078,PCH DOURADOS JUSANTE,61782100,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,NUPORANGA-SP,-20.64360,-47.67530,586.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3079,PCH SÃO JOAQUIM MONTANTE 2,61782800,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,SÃO JOSÉ DA BELA VISTA-SP,-20.62500,-47.70330,595.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3080,PCH SÃO JOAQUIM MONTANTE 1,61783100,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,SÃO JOSÉ DA BELA VISTA-SP,-20.60420,-47.73920,590.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3081,PCH SÃO JOAQUIM BARRAMENTO,61783300,6,61,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,00730 - CHIMAY - Chimay Empreendimentos e Participações Ltda.,SÃO JOSÉ DA BELA VISTA-SP,-20.58140,-47.78000,578.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3082,PCH PALMEIRAS BARRAMENTO,61783445,6,61,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,SÃO JOAQUIM DA BARRA-SP,-20.54810,-47.81360,550.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3083,PCH PALMEIRAS JUSANTE,61783450,6,61,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,SÃO JOAQUIM DA BARRA-SP,-20.55000,-47.81530,544.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3084,PCH RETIRO BARRAMENTO,61784400,6,61,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,GUARÁ-SP,-20.43810,-47.88810,518.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3085,PCH RETIRO JUSANTE,61784500,6,61,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,00464 - MIRIM - Rio Sapucaí Mirim Energia Ltda.,GUARÁ-SP,-20.43750,-47.89060,519.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3086,UHE PORTO COLÔMBIA RIO SAPUCAÍ PAULISTA,61787000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,MIGUELÓPOLIS-SP,-20.24970,-48.15610,545.00,61480000,RIO SAPUCAÍ PAULISTA,Setor Elétrico,Ativo
3087,FAZENDA SÃO DOMINGOS,61787500,6,61,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,GUAÍRA-SP,-20.20250,-48.29000,0.00,61480000,RIO SAPUCAÍ PAULISTA,RHN,Ativo
3088,UBERABA,61793990,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,UBERABA-MG,-19.72810,-47.97810,698.00,61498000,RIO UBERABA,RHN,Ativo
3089,UBERABA,61794000,6,61,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,UBERABA-MG,-19.72810,-47.97860,0.00,61498000,RIO UBERABA,CotaOnline,Ativo
3090,UHE PORTO COLÔMBIA RIO UBERABA,61795100,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,CONCEIÇÃO DAS ALAGOAS-MG,-19.90940,-48.39110,0.00,61498000,RIO UBERABA,Setor Elétrico,Ativo
3091,UHE PORTO COLÔMBIA RESERVATÓRIO,61796070,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PLANURA-MG,-20.13110,-48.55670,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3092,UHE PORTO COLÔMBIA BARRAMENTO,61796080,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PLANURA-MG,-20.12690,-48.57190,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
3093,UHE CACONDE CACHOEIRA DO CARMO,61802502,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,BOTELHOS-MG,-21.72170,-46.45560,981.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3094,PCH PEDRO AFFONSO JUNQUEIRA (ANTAS I)  RES CIPÓ,61804000,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.86110,-46.61360,1265.00,61805500,RIBEIRÃO DO CIPÓ,Setor Elétrico,Ativo
3095,PCH PEDRO AFFONSO JUNQUEIRA (ANTAS I) RES BORTOLAN,61805900,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.78830,-46.63720,1250.00,61521600,RIBEIRÃO DAS ANTAS,Setor Elétrico,Ativo
3096,PCH WALTER ROSSI (ANTAS II)  RIBEIRÃO DOS POÇOS,61806100,6,61,00232 - DMEDISTR - DME Distribuição S/A,00232 - DMEDISTR - DME Distribuição S/A,POÇOS DE CALDAS-MG,-21.77580,-46.60280,1160.00,61521700,RIBEIRÃO CALDAS OU DOS POÇOS,Setor Elétrico,Ativo
3097,PCH PEDRO AFFONSO JUNQUEIRA (ANTAS I) MONTANTE,61806200,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.77170,-46.60440,1186.00,61521600,RIBEIRÃO DAS ANTAS,Setor Elétrico,Ativo
3098,PCH PEDRO AFFONSO JUNQUEIRA (ANTAS I) BARRAMENTO,61806300,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.76780,-46.60750,1173.00,61521600,RIBEIRÃO DAS ANTAS,Setor Elétrico,Ativo
3099,PCH WALTER ROSSI (ANTAS II)  BARRAMENTO,61806350,6,61,00232 - DMEDISTR - DME Distribuição S/A,00232 - DMEDISTR - DME Distribuição S/A,POÇOS DE CALDAS-MG,-21.76330,-46.60500,1087.00,61521600,RIBEIRÃO DAS ANTAS,Setor Elétrico,Ativo
3100,PCH WALTER ROSSI (ANTAS II) BARRAGEM DO CIPÓ,61806380,6,61,00232 - DMEDISTR - DME Distribuição S/A,00232 - DMEDISTR - DME Distribuição S/A,POÇOS DE CALDAS-MG,-21.85280,-46.60940,1268.00,61805500,RIBEIRÃO DO CIPÓ,Setor Elétrico,Ativo
3101,UHE CACONDE ABAIXO CASCATA DAS ANTAS,61807002,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,POÇOS DE CALDAS-MG,-21.72860,-46.60330,929.00,61521000,RIO LAMBARI,Setor Elétrico,Ativo
3102,PCH PADRE CARLOS MONTANTE,61807500,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.72170,-46.58190,907.00,61521000,RIO LAMBARI,Setor Elétrico,Ativo
3103,PCH PADRE CARLOS BARRAMENTO,61807800,6,61,00527 - DME - DME Energética Ltda.,00527 - DME - DME Energética Ltda.,POÇOS DE CALDAS-MG,-21.70170,-46.57530,908.00,61521000,RIO LAMBARI,Setor Elétrico,Ativo
3104,UHE EUCLIDES DA CUNHA RIO BOM JESUS,61810800,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,CACONDE-SP,-21.53080,-46.61780,779.00,61522000,RIO BOM JESUS,Setor Elétrico,Ativo
3105,UHE CACONDE BARRAMENTO,61811080,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,CACONDE-SP,-21.57500,-46.62360,859.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3106,UHE EUCLIDES DA CUNHA ABAIXO CACONDE,61812000,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,CACONDE-SP,-21.55830,-46.65830,752.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3107,UHE CACONDE JUSANTE,61813000,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,CACONDE-SP,-21.56190,-46.64110,758.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3108,PCH JOÃO BAPTISTA DE LIMA FIGUEIREDO BARRAMENTO,61815850,6,61,00670 - ITAIQUARA - Usina Itaiquara de Açúcar  e Álcool S.A,00670 - ITAIQUARA - Usina Itaiquara de Açúcar  e Álcool S.A,SÃO JOSÉ DO RIO PARDO-SP,-21.58440,-46.74750,0.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3109,PCH JOÃO BAPTISTA DE LIMA FIGUEIREDO JUSANTE,61815900,6,61,00670 - ITAIQUARA - Usina Itaiquara de Açúcar  e Álcool S.A,00670 - ITAIQUARA - Usina Itaiquara de Açúcar  e Álcool S.A,SÃO JOSÉ DO RIO PARDO-SP,-21.58110,-46.74690,0.00,61500000,RIO PARDO,Setor Elétrico,Ativo
3110,PCH RIO DO PEIXE BARRAMENTO,61816200,6,61,00502 - RENOVÁVEIS - CPFL Energias Renováveis S.A.,00502 - RENOVÁVEIS - CPFL Energias Renováveis S.A.,SÃO JOSÉ DO RIO PARDO-SP,-21.62640,-46.79000,872.00,61531000,RIO DO PEIXE,Setor Elétrico,Ativo
3111,PCH RIO DO PEIXE JUSANTE,61816500,6,61,00502 - RENOVÁVEIS - CPFL Energias Renováveis S.A.,00502 - RENOVÁVEIS - CPFL Energias Renováveis S.A.,SÃO JOSÉ DO RIO PARDO-SP,-21.62060,-46.79670,740.00,61531000,RIO DO PEIXE,Setor Elétrico,Ativo
3112,UHE EUCLIDES DA CUNHA SÃO JOSÉ DO RIO PARDO,61817004,6,61,01219 - AESBRASIL - AES Brasil Operações S.A.,01219 - AESBRASIL - AES Brasil Operações S.A.,SÃO JOSÉ DO RIO PARDO-SP,-21.57390,-46.88030,705.00,61500000,RIO PARDO,Setor Elétrico,Ativo
