,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
1264,AÇUDE JENIPAPEIRO (BUIU),37354000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,OLHO D''ÁGUA-PB,-7.32530,-37.75830,0.00,37221800,RIACHO CATOLÉ,Açudes Semiárido,Ativo
1265,AÇUDE EMAS,37362000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,EMAS-PB,-7.07440,-37.73170,0.00,37219800,RIACHO CAMPO GRANDE,Açudes Semiárido,Ativo
1266,AÇUDE CACHOEIRA DOS CEGOS,37362200,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CATINGUEIRA-PB,-7.08750,-37.65470,0.00,37220250,RIACHO DA GOIABEIRA,Açudes Semiárido,Ativo
1267,UHE CUREMAS RESERVATÓRIO 2 (MÃE D'ÁGUA),37362900,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.05500,-38.00500,0.00,37220400,RIACHO AGUIAR,Setor Elétrico,Ativo
1268,UHE CUREMAS RESERVATÓRIO 2 (ESTEVÃO MARINHO),37367900,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.04670,-37.94560,0.00,37220500,RIO PIANCÓ(CANAL DE FUGA),Setor Elétrico,Ativo
1269,AÇUDE MÃE D''ÁGUA,37369000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02390,-37.98610,0.00,37220400,RIACHO AGUIAR,CotaOnline,Ativo
1270,AÇUDE MÃE D''ÁGUA,37369000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02390,-37.98610,0.00,37220400,RIACHO AGUIAR,RHN,Ativo
1271,AÇUDE MÃE D''ÁGUA,37369000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02390,-37.98610,0.00,37220400,RIACHO AGUIAR,Açudes Semiárido,Ativo
1272,UHE CUREMAS BARRAMENTO 2 (MÃE D'ÁGUA),37369055,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.02420,-37.98560,250.00,37220400,RIACHO AGUIAR,Setor Elétrico,Ativo
1273,UHE CUREMAS RESERVATÓRIO 1 (MÃE D'ÁGUA),37369056,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.02530,-37.98530,0.00,37220400,RIACHO AGUIAR,Setor Elétrico,Ativo
1274,AÇUDE MÃE D´ÁGUA - CANAL DA REDENÇÃO,37369060,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02330,-37.98560,0.00,37220400,RIACHO AGUIAR,CotaOnline,Ativo
1275,AÇUDE COREMAS JUSANTE,37369100,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,COREMAS-PB,-7.02170,-37.94860,210.00,37220000,RIO PIANCÓ,Açudes Semiárido,Ativo
1276,UHE CUREMAS RESERVATÓRIO 1 (ESTEVÃO MARINHO),37369120,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.02690,-37.94140,0.00,37220000,RIO PIANCÓ,Setor Elétrico,Ativo
1277,AÇUDE COREMAS,37369150,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02420,-37.94310,0.00,37220000,RIO PIANCÓ,CotaOnline,Ativo
1278,AÇUDE COREMAS,37369150,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,COREMAS-PB,-7.02420,-37.94310,0.00,37220000,RIO PIANCÓ,Açudes Semiárido,Ativo
1279,COREMA - JUSANTE,37369151,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,COREMAS-PB,-7.02220,-37.94810,216.00,37220000,RIO PIANCÓ,RHN,Ativo
1280,UHE CUREMAS BARRAMENTO 1 (ESTEVÃO MARINHO),37369152,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,COREMAS-PB,-7.02420,-37.94810,250.00,37220000,RIO PIANCÓ,Setor Elétrico,Ativo
1281,AÇUDE JENIPAPEIRO,37372000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO JOSÉ DA LAGOA TAPADA-PB,-6.96250,-38.16470,0.00,37234150,RIACHO JENIPAPEIRO,Açudes Semiárido,Ativo
1282,PAU FERRADO,37380000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POMBAL-PB,-6.96580,-37.92420,170.00,37220000,RIO PIANCÓ,CotaOnline,Ativo
1283,PAU FERRADO,37380000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POMBAL-PB,-6.96580,-37.92420,170.00,37220000,RIO PIANCÓ,RHN,Ativo
1284,PAU FERRADO,37380000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POMBAL-PB,-6.96580,-37.92420,170.00,37220000,RIO PIANCÓ,Açudes Semiárido,Ativo
1285,UHE CUREMAS JUSANTE 1,37381000,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,POMBAL-PB,-6.96360,-37.92470,206.00,37220000,RIO PIANCÓ,Setor Elétrico,Ativo
1286,UHE CUREMAS JUSANTE 2,37381500,3,37,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,POMBAL-PB,-6.72560,-37.79750,175.00,37220000,RIO PIANCÓ,Setor Elétrico,Ativo
1287,SÍTIO VASSOURAS,37410000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POMBAL-PB,-6.72580,-37.79750,175.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1288,SÍTIO VASSOURAS,37410000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POMBAL-PB,-6.72580,-37.79750,175.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1289,AÇUDE RIACHO DOS CAVALOS,37411500,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,RIACHO DOS CAVALOS-PB,-6.43190,-37.65170,0.00,37232100,RIACHO GRANDE,Açudes Semiárido,Ativo
1290,AÇUDE ENGENHEIRO ARCOVERDE,37411700,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CONDADO-PB,-6.90940,-37.59440,0.00,37234500,RIACHO TIMBAUBA,Açudes Semiárido,Ativo
1291,SÍTIO CURRALINHO,37412000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PAULISTA-PB,-6.58030,-37.60580,0.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1292,SÍTIO CURRALINHO,37412000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PAULISTA-PB,-6.58030,-37.60580,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1293,AÇUDE CARNEIRO,37412050,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,JERICÓ-PB,-6.52310,-37.84690,0.00,37002600,RIACHO SÃO BENTO,Açudes Semiárido,Ativo
1294,AÇUDE LUCRÉCIA MONTANTE,37412090,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,FRUTUOSO GOMES (EX-MINEIRO)-RN,-6.17330,-37.84810,231.46,37129000,RIACHO QUIXERE,Açudes Semiárido,Ativo
1295,AÇUDE LUCRÉCIA,37412100,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,LUCRÉCIA-RN,-6.12720,-37.81420,220.68,37129000,RIACHO QUIXERE,Açudes Semiárido,Ativo
1296,DIVISA PB-RN,37413000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JARDIM DE PIRANHAS-RN,-6.44000,-37.38940,0.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1297,DIVISA PB-RN,37413000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JARDIM DE PIRANHAS-RN,-6.44000,-37.38940,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1298,AÇUDE BARTOLOMEU I,37417000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BONITO DE SANTA FÉ-PB,-7.31110,-38.48110,0.00,37200000,RIO PIRANHAS-AÇU,Açudes Semiárido,Ativo
1299,AÇUDE SABONETE,37419000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TEIXEIRA-PB,-7.25810,-37.29080,0.00,37234600,RIACHO DAS MOÇAS,Açudes Semiárido,Ativo
1300,AÇUDE BASTIANA,37419300,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TEIXEIRA-PB,-7.24920,-37.28110,0.00,37234600,RIACHO DAS MOÇAS,Açudes Semiárido,Ativo
1301,AÇUDE SÃO FRANCISCO II,37420000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TEIXEIRA-PB,-7.23830,-37.22640,0.00,37234600,RIACHO DAS MOÇAS,Açudes Semiárido,Ativo
1302,AÇUDE RIACHO DAS MOÇAS,37422000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TEIXEIRA-PB,-7.23830,-37.31080,0.00,37234600,RIACHO DAS MOÇAS,Açudes Semiárido,Ativo
1303,AÇUDE FARINHA,37428000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,PATOS-PB,-7.07860,-37.24690,0.00,37234010,RIO DA FARINHA,Açudes Semiárido,Ativo
1304,AÇUDE JATOBÁ I,37429000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,PATOS-PB,-7.06140,-37.26940,0.00,37233900,RIACHO DAS MARÉS,Açudes Semiárido,Ativo
1305,AÇUDE SÃO MAMEDE,37435000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SÃO MAMEDE-PB,-6.93170,-37.07190,0.00,37248000,RIO SABUGI,Açudes Semiárido,Ativo
1306,AÇUDE DINAMARCA,37439000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,SERRA NEGRA DO NORTE-RN,-6.67190,-37.38860,171.75,37234000,RIO ESPINHARAS,Açudes Semiárido,Ativo
1307,AÇUDE SANTA ROSA,37471000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BREJO DO CRUZ-PB,-6.32190,-37.51060,0.00,37235010,RIACHO ESCURO,Açudes Semiárido,Ativo
1308,AÇUDE ESCONDIDO I,37481000,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BELÉM DO BREJO DO CRUZ-PB,-6.19560,-37.54330,0.00,37220300,RIACHO DOS PORCOS,Açudes Semiárido,Ativo
1309,AÇUDE BAIÃO,37489500,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO JOSÉ DE BREJO DO CRUZ-PB,-6.17940,-37.33420,0.00,37240600,RIO BAIÃO,Açudes Semiárido,Ativo
1310,AÇUDE SABUGI,37500000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,SÃO JOÃO DO SABUGI-RN,-6.64670,-37.19780,0.00,37248000,RIO SABUGI,Açudes Semiárido,Ativo
1311,AÇUDE CRUZETA,37517000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,CRUZETA-RN,-6.41000,-36.79250,223.49,37122000,RIACHO DO MEIO,Açudes Semiárido,Ativo
1312,FRANCISCO CARDOSO (MULUNGU),37517400,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,CURRAIS NOVOS-RN,-6.23690,-36.29690,0.00,37243800,RIO CURRAIS NOVOS,Açudes Semiárido,Ativo
1313,AÇUDE DOURADO,37517800,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,CURRAIS NOVOS-RN,-6.24640,-36.50970,338.60,37243800,RIO CURRAIS NOVOS,Açudes Semiárido,Ativo
1314,AÇUDE CURRAIS NOVOS,37517850,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CURRAIS NOVOS-RN,-6.26830,-36.52580,334.05,37242100,RIACHO MULUNGU,Açudes Semiárido,Ativo
1315,AÇUDE FELISMINA DE QUEIROZ,37518200,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERIDÓ-PB,-6.85720,-36.40810,0.00,37240000,RIO SERIDÓ,Açudes Semiárido,Ativo
1316,AÇUDE BOQUEIRÃO DE PARELHAS,37518600,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,PARELHAS-RN,-6.69470,-36.62940,0.00,37240000,RIO SERIDÓ,Açudes Semiárido,Ativo
1317,AÇUDE CALDEIRÃO DE PARELHAS,37519000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,PARELHAS-RN,-6.70420,-36.68830,285.97,37236000,RIACHO DOS QUINTOS,Açudes Semiárido,Ativo
1318,AÇUDE MARECHAL DUTRA MONTANTE,37519700,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CURRAIS NOVOS-RN,-6.34420,-36.53640,300.86,37244000,RIO ACAUÃ,Açudes Semiárido,Ativo
1319,AÇUDE MARECHAL DUTRA,37519800,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,ACARI-RN,-6.42560,-36.60280,303.83,37244000,RIO ACAUÃ,Açudes Semiárido,Ativo
1320,AÇUDE ESGUICHO,37522000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,OURO BRANCO-RN,-6.73280,-36.95170,237.32,37248400,RIO OURO BRANCO,Açudes Semiárido,Ativo
1321,AÇUDE MUNDO NOVO,37557000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CAICÓ-RN,-6.40110,-37.06940,168.85,37247500,RIO PEDRA BRANCA,Açudes Semiárido,Ativo
1322,SANTO ANTÔNIO (SABUGI) - JUSANTE,37560920,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO JOÃO DO SABUGI-RN,-6.64560,-37.19720,181.00,37248000,RIO SABUGI,Açudes Semiárido,Ativo
1323,AÇUDE SÃO JOSÉ IV,37561500,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO JOSÉ DO SABUGI-PB,-6.78690,-36.78810,0.00,37245000,RIO SÃO JOSÉ,Açudes Semiárido,Ativo
1324,AÇUDE SANTA LUZIA,37561700,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SANTA LUZIA-PB,-6.87330,-36.92060,0.00,37245100,RIACHO CHAFARIZ,Açudes Semiárido,Ativo
1325,AÇUDE VARZEA,37562200,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,VÁRZEA-PB,-6.75390,-37.00920,0.00,37248600,RIACHO CORDEIRO OU DAS VÁRZEA,Açudes Semiárido,Ativo
1326,AÇUDE OLIVEDOS,37562700,3,37,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,OLIVEDOS-PB,-6.96750,-36.24420,0.00,37246200,RIACHO DO PADRE,Açudes Semiárido,Ativo
1327,AÇUDE ITANS MONTANTE,37562800,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CAICÓ-RN,-6.54310,-36.99170,176.79,37245000,RIO SÃO JOSÉ,Açudes Semiárido,Ativo
1328,AÇUDE ITANS,37563000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,CAICÓ-RN,-6.49420,-37.06860,0.00,37245000,RIO SÃO JOSÉ,RHN,Ativo
1329,AÇUDE ITANS,37563000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,CAICÓ-RN,-6.49420,-37.06860,0.00,37245000,RIO SÃO JOSÉ,Açudes Semiárido,Ativo
1330,PASSAGEM DAS TRAÍRAS - JUSANTE,37564110,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,JARDIM DO SERIDÓ-RN,-6.51500,-36.94360,188.00,37240000,RIO SERIDÓ,RHN,Ativo
1331,SÃO FERNANDO,37570000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FERNANDO-RN,-6.37030,-37.18030,135.00,37240000,RIO SERIDÓ,Açudes Semiárido,Ativo
1332,PCH ARMANDO RIBEIRO MONTANTE,37603000,3,37,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,JUCURUTU-RN,-6.00440,-37.00470,55.00,37200000,RIO PIRANHAS-AÇU,Setor Elétrico,Ativo
1333,JUCURUTU,37604000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JUCURUTU-RN,-6.03420,-37.01560,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1334,AÇUDE RIO DA PEDRA,37605000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,SANTANA DO MATOS-RN,-5.97670,-36.70220,120.23,37234100,RIACHO DA PEDRA,Açudes Semiárido,Ativo
1335,AÇUDE ALECRIM,37607000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,SANTANA DO MATOS-RN,-5.96780,-36.66000,133.98,37233800,RIO SANTANA DOS MATOS,Açudes Semiárido,Ativo
1336,AÇUDE BELDROEGA,37608000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,PARAÚ-RN,-5.76890,-37.07250,74.76,37260000,RIO PARAU,Açudes Semiárido,Ativo
1337,PCH ARMANDO RIBEIRO RIO SANTANA,37609050,3,37,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,SÃO RAFAEL-RN,-5.75640,-36.80280,54.00,37252000,RIO SANTANA,Setor Elétrico,Ativo
1338,PCH ARMANDO RIBEIRO RESERVATÓRIO 1,37609100,3,37,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,JUCURUTU-RN,-5.87280,-36.93110,0.00,37200000,RIO PIRANHAS-AÇU,Setor Elétrico,Ativo
1339,AÇUDE ENG. ARMANDO RIBEIRO GONÇALVES,37610000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,ITAJÁ-RN,-5.66690,-36.87610,62.30,37200000,RIO PIRANHAS-AÇU,Açudes Semiárido,Ativo
1340,AÇUDE ENG. ARMANDO RIBEIRO GONÇALVES,37610000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,ITAJÁ-RN,-5.66690,-36.87610,62.30,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1341,CANAL DO PATAXÓ,37610050,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.66470,-36.87860,43.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1342,ARG-CGH,37610100,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,ITAJÁ-RN,-5.66750,-36.87890,0.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1343,ARG - JUSANTE,37610110,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.66670,-36.87890,43.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1344,AÇUDE ARMANDO RIBEIRO GONÇALVES JUSANTE,37610500,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.66250,-36.88190,0.00,37200000,RIO PIRANHAS-AÇU,Açudes Semiárido,Ativo
1345,AÇUDE ARMANDO RIBEIRO GONÇALVES JUSANTE,37610500,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.66250,-36.88190,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1346,PCH ARMANDO RIBEIRO BARRAMENTO,37690200,3,37,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,ITAJÁ-RN,-5.66890,-36.88530,48.00,37200000,RIO PIRANHAS-AÇU,Setor Elétrico,Ativo
1347,PCH ARMANDO RIBEIRO JUSANTE,37690300,3,37,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,01089 - ARMANDO RIBEIRO - Central Geradora Hidrelétrica Armando Ribeiro...,AÇU-RN,-5.60220,-36.89810,25.00,37200000,RIO PIRANHAS-AÇU,Setor Elétrico,Ativo
1348,MENDOBIM,37694900,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.64830,-36.92830,33.00,37260000,RIO PARAU,RHN,Ativo
1349,AÇUDE MENDUBIM,37696000,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,AÇU-RN,-5.64310,-36.93310,50.73,37260000,RIO PARAU,Açudes Semiárido,Ativo
1350,MENDUBIM DE BAIXO,37711000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,AÇU-RN,-5.63190,-36.91610,0.00,37260000,RIO PARAU,Açudes Semiárido,Ativo
1351,AÇUDE PATAXÓ,37714700,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,IPANGUAÇU-RN,-5.61500,-36.82860,35.77,37270000,RIO PATAXÓS,Açudes Semiárido,Ativo
1352,IPANGUAÇU,37714910,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,IPANGUAÇU-RN,-5.50310,-36.88810,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1353,AÇUDE BOQUEIRÃO DE ANGICOS,37715100,3,37,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,AFONSO BEZERRA-RN,-5.57780,-36.47560,95.18,37251100,CABUJI,Açudes Semiárido,Ativo
1354,AÇUDE NOVO ANGICOS,37721000,3,37,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,ANGICOS-RN,-5.66500,-36.59640,107.42,37270000,RIO PATAXÓS,Açudes Semiárido,Ativo
1355,DIBA - SÍTIO CANTO ALEGRE,37730000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,AFONSO BEZERRA-RN,-5.41330,-36.84440,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1356,ALTO RODRIGUES,37750000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTO DO RODRIGUES-RN,-5.28970,-36.76530,0.00,37200000,RIO PIRANHAS-AÇU,CotaOnline,Ativo
1357,ALTO RODRIGUES,37750000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTO DO RODRIGUES-RN,-5.28970,-36.76530,0.00,37200000,RIO PIRANHAS-AÇU,RHN,Ativo
1358,PENDÊNCIAS,37761000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PENDÊNCIAS-RN,-5.25720,-36.72330,20.00,37200000,RIO PIRANHAS-AÇU,Açudes Semiárido,Ativo
1359,AÇUDE POÇO BRANCO,38155000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,POÇO BRANCO-RN,-5.63330,-35.65470,0.00,38130000,RIO CEARÁ-MIRIM,Açudes Semiárido,Ativo
1360,AÇUDE POÇO BRANCO JUSANTE,38155010,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,POÇO BRANCO-RN,-5.63470,-35.65330,0.00,38130000,RIO CEARÁ-MIRIM,Açudes Semiárido,Ativo
1361,LAGOA DO JIQUI (ponto captação de águas),38248000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,PARNAMIRIM (EX-EDUARDO GOMES)-RN,-5.91860,-35.18830,6.76,38220700,LAGOA DO JIQUI,Açudes Semiárido,Ativo
